,cena_brutto_pln,powierzchnia_uzytkowa,liczba_izb,kondygnacja,dzielnica
19144,503364.0,39.78,2.0,3.0,12.0
19148,419750.0,33.58,2.0,8.0,15.0
19149,900700.0,68.69,4.0,1.0,15.0
19150,714000.0,47.6,4.0,5.0,8.0
19152,837923.68,69.33,4.0,7.0,15.0
19153,560070.0,42.14,2.0,6.0,15.0
19154,876944.0,46.24,2.0,4.0,13.0
19155,844136.0,45.58,2.0,7.0,13.0
19156,872325.0,67.75,3.0,8.0,11.0
19161,897846.5,47.3,2.0,4.0,14.0
19166,1672809.27,114.66,5.0,8.0,13.0
19169,1240692.0,73.57,3.0,5.0,14.0
19174,593097.9,40.19,2.0,1.0,13.0
19177,1076288.31,59.09,3.0,3.0,2.0
19180,2721600.0,130.09,4.0,5.0,7.0
19182,656253.4,46.66,2.0,6.0,4.0
19184,103596.36,38.36,2.0,3.0,5.0
19185,840000.0,41.91,2.0,6.0,4.0
19186,318892.0,27.56,1.0,8.0,4.0
19188,945000.0,46.9,2.0,7.0,4.0
19189,410098.0,37.46,2.0,6.0,4.0
19191,401437.0,37.37,2.0,2.0,4.0
19193,818696.43,45.04,2.0,2.0,6.0
19194,1019910.0,72.91,4.0,2.0,4.0
19195,888418.0,44.68,2.0,1.0,7.0
19203,959000.0,51.34,2.0,2.0,7.0
19204,565440.98,32.74,1.0,2.0,2.0
19207,576710.45,28.09,1.0,10.0,2.0
19210,400000.0,28.64,1.0,8.0,11.0
19214,765270.0,46.1,2.0,6.0,2.0
19215,1415973.91,73.28,3.0,9.0,2.0
19218,734500.0,51.72,2.0,1.0,8.0
19221,3146941.75,138.67,5.0,11.0,2.0
19224,826000.0,58.7,3.0,2.0,8.0
19227,528185.77,45.66,3.0,2.0,9.0
19234,1473751.01,68.2,3.0,12.0,2.0
19237,616076.7,68.87,4.0,1.0,10.0
19245,607093.38,39.92,2.0,2.0,13.0
19248,1227078.43,74.39,3.0,4.0,2.0
19251,475559.48,41.45,3.0,4.0,9.0
19256,489831.95,40.05,2.0,2.0,9.0
19259,561102.19,32.95,1.0,2.0,2.0
19262,626742.85,34.59,1.0,1.0,2.0
19265,597800.86,48.0,3.0,3.0,9.0
19268,548586.06,26.1,1.0,1.0,2.0
19271,772440.8,44.63,2.0,2.0,2.0
19274,802678.31,45.07,2.0,4.0,2.0
19277,487780.36,40.68,2.0,3.0,9.0
19280,1428688.06,66.63,3.0,12.0,2.0
19283,563767.11,45.89,3.0,2.0,9.0
19286,448471.11,35.02,2.0,2.0,9.0
19289,642000.0,25.65,1.0,2.0,1.0
19290,648000.0,25.89,1.0,3.0,1.0
19292,368300.0,39.8,2.0,1.0,4.0
19294,552212.0,60.54,4.0,1.0,4.0
19296,646809.04,39.13,2.0,3.0,13.0
19299,500862.0,29.12,1.0,6.0,13.0
19302,489515.19,28.75,1.0,4.0,13.0
19305,609540.0,40.43,2.0,2.0,13.0
19308,1021906.11,99.74,6.0,2.0,6.0
19350,30000.0,25.76,1.0,4.0,12.0
19352,1759799.27,75.8,3.0,9.0,2.0
19355,1375380.0,71.41,3.0,3.0,7.0
19357,804242.78,136.83,6.0,1.0,10.0
19365,858283.0,89.47,3.0,6.0,14.0
19366,615774.0,67.86,3.0,1.0,6.0
19408,327280.0,27.48,1.0,9.0,4.0
19410,868223.5,49.24,2.0,3.0,2.0
19413,474753.72,27.61,1.0,1.0,2.0
19416,860358.0,55.21,3.0,1.0,6.0
19458,470825.04,27.7,1.0,1.0,2.0
19461,726644.69,44.72,2.0,6.0,2.0
19464,780081.18,44.8,2.0,3.0,2.0
19467,798644.52,44.72,2.0,3.0,2.0
19470,730073.01,44.92,2.0,6.0,2.0
19473,855193.06,44.91,2.0,7.0,2.0
19476,812032.0,60.87,3.0,6.0,4.0
19478,72000.0,52.48,3.0,4.0,12.0
19480,860554.0,55.89,3.0,6.0,4.0
19482,820047.91,44.75,2.0,7.0,2.0
19485,2000000.25,124.96,4.0,1.0,7.0
19504,728132.0,53.84,2.0,6.0,4.0
19506,3079981.17,121.65,4.0,14.0,2.0
19509,691253.64,45.34,2.0,1.0,4.0
19511,977005.92,78.8,3.0,4.0,4.0
19513,869241.7,59.38,3.0,5.0,4.0
19515,387224.0,39.92,2.0,3.0,4.0
19517,7597344.89,75.95,4.0,5.0,13.0
19538,834105.28,57.52,3.0,2.0,4.0
19540,1006111.8,78.7,3.0,3.0,4.0
19542,765000.0,45.81,2.0,6.0,4.0
19547,647781.76,40.07,2.0,3.0,4.0
19549,626318.0,40.67,2.0,1.0,4.0
19551,22950048.47,44.99,2.0,6.0,2.0
19644,468984.0,49.43,3.0,7.0,4.0
19646,702546.75,49.95,3.0,2.0,4.0
19648,395250.0,37.5,2.0,6.0,4.0
19650,808589.2,55.8,3.0,2.0,4.0
19652,302940.0,27.59,1.0,9.0,4.0
19654,920075.0,73.16,4.0,1.0,4.0
19656,566371.0,60.93,4.0,2.0,4.0
19658,669145.6,40.98,2.0,3.0,4.0
19660,399706.45,37.36,2.0,1.0,4.0
19662,528396.34,47.2,3.0,1.0,9.0
19665,674750.0,53.98,3.0,2.0,4.0
19667,871889.5,69.77,4.0,1.0,8.0
19669,645799.8,40.1,2.0,2.0,4.0
19671,578484.63,51.5,3.0,4.0,9.0
19674,860374.0,73.93,4.0,6.0,4.0
19676,427455.58,37.06,2.0,3.0,9.0
19679,638920.0,49.91,3.0,1.0,8.0
19681,670630.0,50.12,3.0,6.0,4.0
19683,694616.61,39.13,2.0,6.0,13.0
19686,636810.65,39.95,2.0,4.0,13.0
19689,450000.0,44.26,2.0,6.0,15.0
19690,933087.26,58.45,3.0,3.0,13.0
19693,473337.0,28.83,1.0,3.0,13.0
19696,472000.0,56.86,3.0,4.0,17.0
19699,333000.0,37.06,2.0,2.0,17.0
19702,712846.96,62.23,4.0,4.0,9.0
19705,543394.64,44.9,3.0,5.0,9.0
19708,503266.56,39.4,2.0,5.0,9.0
19711,558000.0,34.2,3.0,2.0,8.0
19712,546330.64,43.05,3.0,4.0,9.0
19715,693646.23,48.69,3.0,3.0,9.0
19718,485598.25,39.02,3.0,2.0,9.0
19721,410766.14,35.04,2.0,2.0,9.0
19724,665186.86,39.97,2.0,3.0,13.0
19727,622337.26,37.88,2.0,2.0,13.0
19730,482771.0,28.82,1.0,5.0,13.0
19737,646713.99,50.98,3.0,3.0,9.0
19740,1088195.0,64.1,4.0,8.0,13.0
19743,473141.0,28.82,1.0,3.0,13.0
19746,418455.58,34.97,2.0,2.0,9.0
19749,710980.2,43.58,3.0,1.0,9.0
19758,24737915.25,44.68,2.0,11.0,2.0
19851,513696.44,42.99,3.0,2.0,9.0
19854,600000.0,59.29,3.0,2.0,10.0
19856,685457.0,42.07,2.0,5.0,13.0
19859,569541.39,48.45,3.0,4.0,9.0
19862,642163.83,45.81,3.0,5.0,9.0
19865,1333556.08,86.38,3.0,8.0,13.0
19868,467653.17,28.72,1.0,2.0,13.0
19871,602306.3,51.94,3.0,3.0,9.0
19874,502075.0,28.84,1.0,5.0,13.0
19877,606016.75,51.44,3.0,3.0,9.0
19880,548000.48,45.7,3.0,2.0,9.0
19883,938740.61,59.75,3.0,3.0,13.0
19886,952034.0,59.68,3.0,2.0,13.0
19889,495700.0,53.12,3.0,4.0,4.0
19893,460960.0,49.4,3.0,1.0,4.0
19895,425546.0,40.77,2.0,9.0,4.0
19897,1613693.0,83.15,4.0,2.0,5.0
19909,493731.0,50.41,3.0,9.0,4.0
19911,600437.39,50.96,3.0,4.0,9.0
19914,427247.55,36.14,2.0,1.0,9.0
19917,292547.0,27.53,1.0,5.0,4.0
19919,511380.36,38.62,2.0,3.0,9.0
19922,956156.0,70.23,3.0,1.0,13.0
19925,819454.86,67.25,4.0,4.0,9.0
19928,697798.92,48.34,3.0,1.0,13.0
19931,649574.74,40.2,2.0,4.0,13.0
19934,571608.0,60.41,4.0,6.0,4.0
19936,355589.0,39.83,2.0,3.0,4.0
19938,794590.18,136.07,6.0,1.0,10.0
19946,391736.0,37.32,2.0,9.0,4.0
19948,841732.47,136.86,6.0,1.0,10.0
19956,448995.0,50.47,3.0,4.0,4.0
19958,367690.0,39.14,2.0,1.0,4.0
19960,466240.0,49.44,3.0,5.0,4.0
19962,366991.0,37.19,2.0,4.0,4.0
19964,274660.0,26.28,1.0,1.0,4.0
19966,475428.0,49.29,3.0,1.0,4.0
19968,1010395.64,46.96,2.0,14.0,2.0
19971,1316803.61,73.18,3.0,7.0,2.0
19974,812002.3,35.61,1.0,14.0,2.0
19977,674826.64,34.58,1.0,3.0,2.0
19980,463635.84,25.16,1.0,4.0,2.0
19983,338679.0,39.58,2.0,4.0,4.0
19985,435776.0,49.14,3.0,3.0,4.0
19987,460668.0,49.38,3.0,5.0,4.0
19989,402888.0,39.96,2.0,8.0,4.0
19991,520662.81,53.47,3.0,5.0,4.0
19993,6828794.13,40.77,1.0,6.0,2.0
20034,1089000.0,61.1,3.0,3.0,5.0
20036,473503.0,49.27,3.0,8.0,4.0
20038,496493.0,53.39,3.0,7.0,4.0
20040,438818.0,50.46,3.0,2.0,4.0
20042,1353592.0,79.86,4.0,1.0,14.0
20047,306336.0,27.34,1.0,8.0,4.0
20049,412666.01,37.4,2.0,5.0,4.0
20052,337795.0,37.27,2.0,1.0,4.0
20054,980000.0,71.53,3.0,4.0,3.0
20057,376565.0,39.89,2.0,5.0,4.0
20060,744840.0,53.61,2.0,3.0,4.0
20062,498130.0,50.57,3.0,9.0,4.0
20065,684002.0,60.96,4.0,7.0,4.0
20068,529500.0,40.87,2.0,3.0,12.0
20072,808264.0,56.92,3.0,1.0,8.0
20074,67361.1,40.78,3.0,2.0,1.0
20076,620520.0,48.21,2.0,4.0,8.0
20079,72245.8,45.21,2.0,4.0,1.0
20081,688745.82,37.29,2.0,5.0,3.0
20082,93222.4,58.17,3.0,2.0,1.0
20084,1020230.41,53.64,2.0,5.0,3.0
20085,295468.0,27.32,1.0,4.0,4.0
20087,344258.0,37.26,2.0,2.0,4.0
20089,355006.0,37.21,2.0,3.0,4.0
20091,453897.0,50.59,3.0,2.0,4.0
20093,1027082.56,74.96,4.0,6.0,4.0
20095,654860.0,43.3,2.0,5.0,4.0
20097,669708.8,40.16,2.0,5.0,4.0
20099,361258.0,37.22,2.0,4.0,4.0
20101,723138.88,46.51,2.0,2.0,4.0
20103,479249.0,49.29,3.0,5.0,4.0
20105,726568.96,46.44,2.0,3.0,4.0
20107,395620.0,37.3,2.0,7.0,4.0
20109,635000.0,61.5,3.0,1.0,8.0
20112,691620.16,42.69,2.0,2.0,4.0
20114,975216.29,74.92,4.0,5.0,4.0
20116,655446.5,42.01,2.0,5.0,4.0
20118,714971.59,42.69,2.0,4.0,4.0
20120,629968.0,43.38,2.0,1.0,4.0
20122,941618.0,78.75,3.0,6.0,4.0
20124,804411.76,55.32,2.0,5.0,4.0
20126,690549.9,50.05,3.0,4.0,4.0
20128,955550.02,74.99,4.0,2.0,4.0
20130,549240.0,42.15,2.0,6.0,8.0
20132,560000.0,50.74,3.0,4.0,5.0
20133,1050000.0,73.35,3.0,5.0,3.0
20135,1025000.0,56.8,3.0,6.0,4.0
20136,159164.8,87.03,4.0,3.0,1.0
20137,932050.0,62.6,3.0,1.0,4.0
20138,489000.0,32.21,2.0,3.0,12.0
20139,940464.0,49.76,2.0,2.0,7.0
20147,941152.0,62.58,3.0,4.0,4.0
20148,801691.0,57.27,3.0,5.0,4.0
20150,692233.9,54.06,3.0,5.0,4.0
20152,1547170.0,101.46,4.0,5.0,4.0
20153,799150.35,74.83,3.0,3.0,4.0
20155,676309.1,41.9,2.0,4.0,4.0
20157,552471.36,43.27,2.0,2.0,4.0
20159,638161.0,41.94,2.0,5.0,4.0
20161,613239.85,42.63,2.0,3.0,4.0
20163,749711.25,57.37,3.0,6.0,4.0
20165,785000.0,51.91,3.0,1.0,6.0
20168,905000.0,56.1,3.0,8.0,6.0
20171,471000.0,32.69,2.0,2.0,4.0
20174,1319305.0,67.53,3.0,2.0,7.0
20182,906000.0,53.63,3.0,1.0,6.0
20184,1126000.0,67.03,4.0,1.0,6.0
20185,811976.88,55.49,2.0,6.0,4.0
20187,798044.41,136.61,5.0,1.0,10.0
20195,793705.44,55.92,3.0,4.0,4.0
20197,1094000.0,59.72,3.0,5.0,8.0
20198,920000.0,41.0,2.0,-1.0,1.0
20199,769972.0,61.16,3.0,1.0,4.0
20201,699500.8,42.12,2.0,3.0,4.0
20203,521909.3,45.63,3.0,3.0,9.0
20206,711866.44,42.1,2.0,6.0,4.0
20208,727604.59,62.97,4.0,5.0,9.0
20211,652322.5,41.0,2.0,4.0,4.0
20213,642787.87,48.47,3.0,1.0,9.0
20216,680003.2,40.9,2.0,6.0,4.0
20218,603223.19,45.58,3.0,3.0,9.0
20221,714023.68,43.34,2.0,4.0,4.0
20223,1020000.0,56.97,3.0,5.0,4.0
20224,990000.0,55.18,3.0,6.0,4.0
20225,564758.5,47.36,3.0,1.0,9.0
20228,446755.64,36.21,2.0,2.0,9.0
20231,14910540.72,88.05,4.0,5.0,4.0
20257,1006000.0,55.05,3.0,4.0,4.0
20258,607058.28,50.06,3.0,3.0,9.0
20261,535351.53,41.53,3.0,2.0,9.0
20264,440588.63,35.96,2.0,2.0,9.0
20267,328438.61,31.23,2.0,1.0,13.0
20269,858378.0,65.42,3.0,4.0,13.0
20271,406702.72,37.65,2.0,2.0,13.0
20273,445385.09,36.06,2.0,3.0,9.0
20276,462234.0,37.76,2.0,7.0,15.0
20277,858256.0,65.41,3.0,3.0,13.0
20279,644515.11,53.14,3.0,2.0,9.0
20282,735800.0,50.62,3.0,5.0,15.0
20283,629575.44,51.91,3.0,1.0,9.0
20286,680120.0,51.52,3.0,4.0,15.0
20287,512215.77,40.89,3.0,5.0,9.0
20290,622983.46,48.05,3.0,3.0,9.0
20293,681700.79,58.48,3.0,5.0,9.0
20296,410667.28,34.46,2.0,1.0,9.0
20299,398280.0,33.29,2.0,1.0,15.0
20300,933094.24,74.53,4.0,4.0,9.0
20303,601143.0,40.39,2.0,6.0,4.0
20305,562600.0,45.24,3.0,10.0,15.0
20306,456940.0,36.98,2.0,10.0,15.0
20307,343694.44,27.95,2.0,1.0,9.0
20310,700672.0,51.64,3.0,9.0,15.0
20311,697003.65,48.76,3.0,2.0,9.0
20314,545545.0,50.11,3.0,1.0,15.0
20315,805320.0,67.11,3.0,4.0,11.0
20316,499172.0,28.84,1.0,4.0,13.0
20319,480253.6,36.18,2.0,4.0,9.0
20324,327276.4,36.44,2.0,1.0,15.0
20327,626753.08,42.88,2.0,6.0,4.0
20329,630279.58,46.53,1.0,5.0,4.0
20331,757188.95,61.01,3.0,5.0,4.0
20333,696825.75,40.19,2.0,3.0,13.0
20336,480768.3,28.82,1.0,2.0,13.0
20339,1221450.72,52.79,3.0,4.0,13.0
20342,934841.25,67.98,4.0,2.0,13.0
20345,651091.0,39.08,2.0,5.0,13.0
20348,800000.0,63.56,3.0,2.0,8.0
20351,656746.24,40.92,2.0,4.0,4.0
20353,1560478.22,114.88,5.0,8.0,13.0
20356,635993.47,61.57,3.0,5.0,15.0
20358,1054191.01,67.94,4.0,4.0,13.0
20361,648967.0,39.26,2.0,4.0,13.0
20364,645771.4,40.56,2.0,6.0,13.0
20367,573683.0,36.77,2.0,1.0,13.0
20370,395872.76,33.07,2.0,6.0,13.0
20374,426784.5,37.3,2.0,1.0,13.0
20378,758894.01,65.37,4.0,4.0,13.0
20380,1324813.81,84.33,4.0,8.0,13.0
20383,335589.48,30.4,2.0,1.0,13.0
20393,413865.85,36.14,2.0,1.0,13.0
20395,621681.29,39.05,2.0,1.0,13.0
20398,616472.51,40.27,2.0,3.0,13.0
20401,605255.0,37.71,2.0,1.0,13.0
20404,601456.0,39.32,2.0,1.0,13.0
20407,791643.45,51.68,3.0,1.0,13.0
20410,1443302.79,98.48,4.0,7.0,13.0
20415,491440.0,28.78,1.0,6.0,13.0
20418,1021374.65,68.53,2.0,7.0,13.0
20421,609026.1,40.38,2.0,2.0,13.0
20424,972199.4,68.32,4.0,3.0,13.0
20427,458393.78,42.03,2.0,2.0,4.0
20429,330000.0,47.48,2.0,2.0,8.0
20430,865672.0,67.76,3.0,7.0,11.0
20431,1150000.0,46.15,2.0,5.0,2.0
20433,333333.0,28.49,1.0,4.0,8.0
20435,610479.37,54.05,3.0,1.0,13.0
20437,477320.0,36.86,2.0,6.0,4.0
20439,467511.53,42.16,2.0,4.0,13.0
20441,668093.44,41.94,2.0,6.0,4.0
20443,643306.0,49.86,3.0,1.0,8.0
20451,755531.69,64.01,4.0,3.0,13.0
20453,360356.84,33.22,2.0,2.0,13.0
20455,422293.16,37.29,2.0,4.0,13.0
20457,691529.75,53.61,3.0,1.0,13.0
20459,610740.0,46.98,2.0,1.0,11.0
20471,382944.0,33.14,2.0,3.0,13.0
20473,963873.27,78.69,4.0,4.0,8.0
20476,383683.24,33.21,2.0,4.0,13.0
20482,545156.29,42.0,2.0,6.0,13.0
20484,852234.0,65.47,3.0,2.0,13.0
20486,905001.12,58.28,3.0,3.0,2.0
20489,618271.18,69.5,3.0,1.0,10.0
20497,537399.65,42.07,2.0,3.0,13.0
20499,586311.05,69.09,4.0,1.0,10.0
20507,614660.8,68.9,4.0,1.0,10.0
20515,546221.27,46.25,3.0,6.0,13.0
20517,3340000.0,143.65,2.0,5.0,7.0
20525,943000.0,72.23,3.0,1.0,7.0
20530,837028.32,79.46,5.0,6.0,13.0
20532,289682.0,37.75,3.0,3.0,17.0
20535,551481.65,42.07,2.0,6.0,13.0
20537,659905.0,43.35,2.0,3.0,8.0
20539,1368000.0,68.59,3.0,4.0,5.0
20540,482642.23,38.84,3.0,1.0,9.0
20543,543853.86,49.06,3.0,6.0,13.0
20545,611053.87,68.79,4.0,1.0,10.0
20553,444527.5,40.78,2.0,4.0,13.0
20559,846555.71,136.39,5.0,1.0,10.0
20567,533747.76,46.23,3.0,4.0,13.0
20569,582783.27,68.64,4.0,1.0,10.0
20577,607962.0,53.77,3.0,2.0,8.0
20579,638019.02,51.95,3.0,2.0,9.0
20582,533075.85,31.88,2.0,1.0,13.0
20585,520921.0,33.2,2.0,1.0,13.0
20588,448511.48,35.02,2.0,3.0,9.0
20591,2129030.84,105.59,4.0,3.0,13.0
20601,723925.0,62.95,3.0,6.0,8.0
20607,598297.78,46.27,3.0,5.0,13.0
20609,70390.1,46.9,4.0,3.0,2.0
20610,516057.29,40.79,3.0,3.0,9.0
20613,647369.0,53.22,2.0,6.0,8.0
20615,607270.21,49.84,3.0,4.0,9.0
20618,868072.0,57.11,3.0,1.0,8.0
20619,1599206.23,78.73,4.0,2.0,13.0
20629,448181.88,35.88,2.0,1.0,9.0
20632,852070.86,49.26,2.0,2.0,13.0
20642,526296.55,40.7,3.0,4.0,9.0
20645,774397.3,55.51,2.0,2.0,8.0
20647,559959.0,44.98,2.0,4.0,8.0
20653,738844.08,37.69,2.0,2.0,13.0
20663,970465.6,73.68,4.0,4.0,8.0
20665,649577.74,46.15,3.0,2.0,8.0
20668,811470.0,49.18,2.0,6.0,2.0
20669,589001.0,47.86,2.0,1.0,8.0
20672,587935.94,42.1,2.0,3.0,13.0
20674,630988.35,45.84,3.0,4.0,9.0
20677,574763.53,45.61,3.0,4.0,9.0
20680,422000.05,36.3,2.0,2.0,13.0
20682,1178010.0,61.79,3.0,1.0,7.0
20690,461814.21,36.06,2.0,3.0,9.0
20693,466730.8,34.36,2.0,1.0,8.0
20696,790529.52,71.58,4.0,6.0,14.0
20698,21689313.6,45.64,2.0,4.0,2.0
20788,867703.5,61.92,4.0,1.0,9.0
20791,678877.7,60.49,3.0,1.0,8.0
20795,541407.16,45.89,3.0,3.0,9.0
20798,402000.0,59.75,3.0,1.0,8.0
20802,450302.54,36.22,2.0,3.0,9.0
20805,686193.99,57.9,4.0,5.0,9.0
20808,705976.37,62.43,3.0,2.0,9.0
20811,617950.79,50.1,3.0,2.0,9.0
20816,1409000.0,86.07,5.0,2.0,6.0
20818,642750.86,50.46,3.0,5.0,9.0
20821,1504400.0,71.28,3.0,1.0,7.0
20829,750000.0,38.59,2.0,4.0,6.0
20835,1176160.0,67.02,4.0,3.0,6.0
20836,700000.0,40.89,2.0,2.0,6.0
20837,686000.0,32.41,2.0,1.0,6.0
20838,1432550.0,88.26,5.0,3.0,6.0
20839,974096.41,67.92,4.0,5.0,13.0
20842,1066713.5,99.38,5.0,1.0,6.0
20884,704931.5,75.35,4.0,1.0,6.0
20926,525665.93,38.87,3.0,5.0,9.0
20929,629785.82,53.02,3.0,3.0,9.0
20932,536510.47,42.42,3.0,5.0,9.0
20935,434202.49,35.52,2.0,3.0,9.0
20938,1745984.09,87.19,4.0,4.0,14.0
20943,1180337.0,61.93,3.0,1.0,7.0
20955,405450.27,39.98,2.0,3.0,14.0
20957,679970.13,59.97,3.0,1.0,8.0
20975,1321340.0,67.64,3.0,2.0,7.0
20999,459326.73,39.03,3.0,4.0,9.0
21006,611300.05,38.42,2.0,1.0,6.0
21007,1923640.0,91.48,5.0,1.0,7.0
21021,873548.0,63.72,3.0,1.0,8.0
21032,1099115.0,61.13,3.0,5.0,8.0
21035,1022840.0,60.39,3.0,5.0,8.0
21042,634332.0,44.48,2.0,1.0,8.0
21045,684507.12,61.98,3.0,3.0,14.0
21047,700000.0,59.98,3.0,1.0,8.0
21051,726564.5,64.6,3.0,1.0,14.0
21053,1332775.0,77.3,3.0,1.0,5.0
21063,778271.25,62.82,2.0,4.0,8.0
21070,1067920.0,56.44,2.0,1.0,5.0
21080,1322002.0,78.57,4.0,5.0,8.0
21083,693182.57,55.48,3.0,3.0,13.0
21085,804671.35,79.36,5.0,1.0,13.0
21087,661701.25,52.96,3.0,2.0,8.0
21090,573700.0,38.22,2.0,2.0,8.0
21093,503786.0,36.37,1.0,3.0,8.0
21100,531667.0,53.03,3.0,7.0,4.0
21104,615000.0,40.75,2.0,1.0,8.0
21107,1350000.0,126.75,6.0,2.0,4.0
21132,1350000.0,126.25,6.0,2.0,4.0
21157,179627.5,39.86,3.0,1.0,18.0
21158,728605.38,61.41,3.0,2.0,8.0
21165,650700.0,39.97,2.0,4.0,8.0
21168,835013.0,45.03,2.0,4.0,13.0
21169,1095370.0,61.26,3.0,5.0,8.0
21172,851499.0,46.53,2.0,2.0,13.0
21173,21904.02,37.7,3.0,1.0,11.0
21179,637288.0,44.6,2.0,2.0,8.0
21182,629386.0,40.12,2.0,3.0,13.0
21185,509600.0,33.7,1.0,3.0,8.0
21188,645085.0,37.07,2.0,6.0,13.0
21193,562147.96,45.62,3.0,2.0,9.0
21196,1350000.0,126.59,6.0,2.0,4.0
21221,481004.75,39.2,2.0,1.0,9.0
21224,542071.22,41.39,3.0,5.0,9.0
21227,1880998.88,83.85,3.0,2.0,13.0
21237,1465702.32,82.98,4.0,5.0,8.0
21240,850000.0,51.79,3.0,2.0,6.0
21242,1069767.74,56.62,2.0,2.0,13.0
21252,1025560.0,55.68,2.0,5.0,2.0
21258,1239000.0,64.62,3.0,4.0,5.0
21260,878966.64,62.22,3.0,3.0,8.0
21263,811000.0,45.44,2.0,3.0,6.0
21265,647552.22,40.43,2.0,1.0,3.0
21270,945000.0,62.59,3.0,2.0,6.0
21272,622524.56,49.96,3.0,5.0,9.0
21279,812000.0,45.46,2.0,3.0,6.0
21281,6387840.0,199.62,5.0,8.0,2.0
21282,759677.13,52.6,3.0,1.0,9.0
21285,1000511.62,68.23,3.0,1.0,3.0
21286,1363440.0,81.25,4.0,3.0,6.0
21288,813243.1,62.47,3.0,1.0,8.0
21291,1080000.0,74.24,3.0,3.0,6.0
21293,381384.0,28.66,1.0,7.0,11.0
21297,493289.43,43.08,2.0,1.0,9.0
21300,410804.17,35.02,2.0,4.0,9.0
21303,487898.79,38.46,2.0,4.0,9.0
21306,536894.14,39.2,2.0,1.0,9.0
21309,671279.78,49.95,3.0,3.0,9.0
21312,520000.0,38.7,2.0,4.0,9.0
21320,641234.46,52.33,3.0,5.0,9.0
21325,717388.0,57.98,4.0,4.0,9.0
21328,809423.47,67.41,4.0,4.0,9.0
21331,322373.01,57.63,4.0,4.0,4.0
21332,947717.24,74.83,5.0,5.0,9.0
21335,515121.0,48.34,2.0,5.0,17.0
21337,995000.0,68.82,4.0,5.0,11.0
21350,464659.11,35.51,2.0,2.0,9.0
21353,738805.28,68.82,4.0,1.0,11.0
21366,1200000.0,82.12,4.0,2.0,11.0
21383,475380.32,36.22,2.0,3.0,9.0
21386,455434.15,39.09,3.0,3.0,9.0
21389,607300.95,47.42,3.0,2.0,9.0
21392,569380.59,45.85,3.0,3.0,9.0
21395,594463.76,45.49,3.0,1.0,9.0
21398,468739.75,37.24,2.0,3.0,9.0
21401,444815.12,37.2,2.0,4.0,9.0
21404,419248.9,36.24,2.0,2.0,9.0
21407,673752.46,53.0,3.0,5.0,9.0
21410,663897.96,53.59,3.0,4.0,9.0
21413,417240.68,35.1,2.0,3.0,9.0
21416,744159.59,67.54,4.0,4.0,9.0
21419,1098000.0,60.89,3.0,5.0,4.0
21420,586821.2,50.67,3.0,1.0,9.0
21423,910000.0,53.83,3.0,2.0,4.0
21424,319350.0,25.93,1.0,2.0,8.0
21427,474052.5,40.86,2.0,3.0,13.0
21429,1031115.0,99.63,5.0,1.0,6.0
21471,488125.0,44.12,2.0,3.0,6.0
21513,381883.5,36.59,2.0,5.0,15.0
21515,602909.0,61.57,3.0,3.0,15.0
21517,524325.0,44.38,2.0,3.0,6.0
21559,773179.88,55.16,3.0,1.0,13.0
21561,488564.41,42.08,2.0,5.0,13.0
21563,517583.0,44.3,2.0,3.0,6.0
21605,451069.91,30.37,1.0,4.0,8.0
21608,699909.53,49.37,2.0,1.0,8.0
21611,829800.0,51.65,3.0,3.0,8.0
21612,746086.76,63.96,4.0,2.0,13.0
21614,385356.0,37.78,2.0,8.0,15.0
21615,545968.4,46.28,3.0,6.0,13.0
21617,466124.47,42.29,2.0,2.0,13.0
21619,397686.0,34.31,2.0,1.0,8.0
21622,491302.23,40.84,2.0,1.0,13.0
21624,832065.4,80.19,4.0,4.0,13.0
21626,481000.0,31.2,2.0,2.0,4.0
21630,323356.4,37.38,1.0,1.0,2.0
21633,491304.76,42.15,2.0,4.0,13.0
21637,350190.51,30.31,2.0,5.0,13.0
21639,706815.83,61.09,4.0,6.0,13.0
21641,887948.66,48.84,1.0,5.0,14.0
21645,767978.51,64.59,3.0,2.0,14.0
21649,633987.19,54.11,3.0,4.0,13.0
21651,475398.53,42.16,2.0,5.0,13.0
21653,490918.28,44.49,3.0,3.0,13.0
21655,582964.65,40.79,2.0,5.0,13.0
21657,29319425.69,46.94,1.0,5.0,2.0
21762,530048.51,46.24,3.0,5.0,13.0
21764,799998.97,72.36,4.0,1.0,8.0
21766,595205.0,48.76,3.0,6.0,13.0
21768,797250.5,64.38,4.0,1.0,8.0
21776,569980.12,46.42,3.0,2.0,13.0
21778,680467.84,55.35,3.0,5.0,13.0
21788,977604.8,73.72,4.0,5.0,8.0
21790,822940.0,60.7,3.0,8.0,11.0
21795,1980000.0,75.34,3.0,4.0,1.0
21796,394625.0,28.53,1.0,6.0,8.0
21798,716300.0,67.83,4.0,1.0,8.0
21806,593050.0,40.9,1.0,2.0,2.0
21807,1599000.0,79.18,4.0,3.0,5.0
21812,532874.12,42.05,2.0,2.0,13.0
21818,833902.04,79.67,5.0,5.0,13.0
21820,1015349.0,59.87,2.0,6.0,2.0
21826,995410.0,55.54,2.0,6.0,2.0
21838,508941.98,46.18,3.0,4.0,13.0
21844,885752.0,65.41,3.0,6.0,13.0
21862,667415.97,46.26,3.0,2.0,13.0
21864,8560316.55,40.23,1.0,7.0,2.0
21898,392014.93,38.59,2.0,5.0,14.0
